invoice_no,customer_id,invoice_date,country,total_amount
541504,14415,2011-01-18 15:37:00,United Kingdom,235.6
541505,15939,2011-01-18 15:58:00,United Kingdom,15.0
541509,13263,2011-01-18 16:31:00,United Kingdom,141.65999999999997
541510,14428,2011-01-18 16:39:00,United Kingdom,203.55
541511,17576,2011-01-18 16:45:00,United Kingdom,128.82
541513,17576,2011-01-18 16:52:00,United Kingdom,15.0
541517,12665,2011-01-19 08:34:00,Germany,63.0
541518,12451,2011-01-19 09:05:00,Switzerland,2919.51
541520,12422,2011-01-19 09:13:00,Australia,238.5
541521,15298,2011-01-19 09:45:00,United Kingdom,169.74
541522,17419,2011-01-19 09:54:00,United Kingdom,330.20000000000005
541523,17708,2011-01-19 10:09:00,United Kingdom,110.60000000000001
541524,17091,2011-01-19 10:49:00,United Kingdom,594.6999999999999
541525,14090,2011-01-19 10:51:00,United Kingdom,76.32000000000001
541530,14769,2011-01-19 10:56:00,United Kingdom,523.9799999999999
541552,15039,2011-01-19 11:15:00,United Kingdom,740.39
541564,16904,2011-01-19 11:38:00,United Kingdom,192.26
541565,14527,2011-01-19 11:48:00,United Kingdom,172.14999999999998
541566,17722,2011-01-19 11:50:00,United Kingdom,833.4399999999999
541567,12681,2011-01-19 11:51:00,France,752.75
541568,15606,2011-01-19 12:07:00,United Kingdom,305.6
541569,13520,2011-01-19 12:14:00,Switzerland,685.1199999999999
541570,14646,2011-01-19 12:34:00,Netherlands,7722.039999999999
541571,12841,2011-01-19 12:38:00,United Kingdom,169.68
541574,12826,2011-01-19 12:52:00,United Kingdom,212.72000000000003
541575,15311,2011-01-19 13:21:00,United Kingdom,577.0200000000001
541576,17097,2011-01-19 13:32:00,Spain,112.92000000000002
541585,14180,2011-01-19 14:22:00,United Kingdom,275.5
541587,17841,2011-01-19 14:39:00,United Kingdom,202.93000000000004
541588,14307,2011-01-19 14:43:00,United Kingdom,487.44999999999993
541590,13310,2011-01-19 14:50:00,United Kingdom,410.18000000000006
541591,15831,2011-01-19 14:52:00,United Kingdom,309.94000000000005
541593,17611,2011-01-19 15:20:00,United Kingdom,321.40000000000003
541594,14916,2011-01-19 15:30:00,United Kingdom,295.04999999999995
541595,14606,2011-01-19 16:08:00,United Kingdom,116.06
541596,17602,2011-01-19 16:18:00,United Kingdom,767.05
541597,14031,2011-01-19 16:19:00,United Kingdom,456.27
541602,17231,2011-01-19 17:17:00,United Kingdom,166.68
541604,14572,2011-01-19 17:23:00,United Kingdom,335.63
541605,13502,2011-01-20 09:03:00,United Kingdom,114.6
541606,14784,2011-01-20 09:25:00,United Kingdom,114.68
541608,14646,2011-01-20 09:54:00,Netherlands,305.28000000000003
541609,15938,2011-01-20 10:11:00,United Kingdom,74.9
541610,16029,2011-01-20 10:18:00,United Kingdom,429.15
541611,16029,2011-01-20 10:18:00,United Kingdom,528.48
541615,16395,2011-01-20 10:43:00,United Kingdom,149.42000000000002
541631,12637,2011-01-20 10:47:00,France,1516.6799999999998
541648,17811,2011-01-20 11:15:00,United Kingdom,337.7
541649,17418,2011-01-20 11:39:00,United Kingdom,167.39000000000001
541655,14779,2011-01-20 12:04:00,United Kingdom,262.54999999999995
541657,16321,2011-01-20 12:11:00,Australia,87.75
541658,15529,2011-01-20 12:16:00,United Kingdom,249.43
541659,15262,2011-01-20 12:16:00,United Kingdom,178.95000000000002
541660,17787,2011-01-20 12:20:00,United Kingdom,529.9100000000001
541664,17862,2011-01-20 12:23:00,United Kingdom,330.9
541669,17315,2011-01-20 12:29:00,United Kingdom,331.76
541670,14911,2011-01-20 12:34:00,EIRE,2756.84
541671,14735,2011-01-20 13:01:00,United Kingdom,398.6
541672,14735,2011-01-20 13:02:00,United Kingdom,135.0
541673,14735,2011-01-20 13:02:00,United Kingdom,120.6
541675,12402,2011-01-20 13:49:00,Belgium,225.6
541676,15379,2011-01-20 14:01:00,United Kingdom,530.48
541677,12747,2011-01-20 14:01:00,United Kingdom,303.04
541678,17771,2011-01-20 14:13:00,United Kingdom,115.80000000000001
541679,15422,2011-01-20 14:17:00,United Kingdom,55.5
541680,14062,2011-01-20 14:18:00,United Kingdom,1652.27
541681,13008,2011-01-20 14:24:00,United Kingdom,229.47000000000003
541682,14770,2011-01-20 15:00:00,United Kingdom,278.59999999999997
541683,14085,2011-01-20 15:01:00,United Kingdom,330.48
541684,15498,2011-01-20 15:22:00,United Kingdom,1761.18
541686,16912,2011-01-20 15:42:00,United Kingdom,377.29999999999995
541690,15422,2011-01-20 16:17:00,United Kingdom,42.2
541698,14713,2011-01-20 19:16:00,United Kingdom,222.23999999999995
541699,17744,2011-01-21 09:03:00,United Kingdom,301.96000000000004
541700,15174,2011-01-21 09:06:00,United Kingdom,135.75
541703,12594,2011-01-21 09:52:00,Italy,341.0
541706,18061,2011-01-21 10:35:00,United Kingdom,304.02
541708,18223,2011-01-21 11:08:00,United Kingdom,19.5
541709,17504,2011-01-21 11:09:00,United Kingdom,441.15
541711,14646,2011-01-21 11:18:00,Netherlands,8060.299999999998
541712,17890,2011-01-21 11:19:00,United Kingdom,125.13000000000001
541732,16387,2011-01-21 11:34:00,United Kingdom,94.36
541756,12664,2011-01-21 11:42:00,Finland,661.58
541782,13102,2011-01-21 11:50:00,United Kingdom,8.5
541783,16618,2011-01-21 11:55:00,United Kingdom,728.1600000000001
541784,17277,2011-01-21 12:37:00,United Kingdom,717.0199999999999
541785,14779,2011-01-21 12:40:00,United Kingdom,85.6
541788,13999,2011-01-21 13:05:00,United Kingdom,307.6
541789,14088,2011-01-21 13:07:00,United Kingdom,7544.910000000001
541791,16928,2011-01-21 13:07:00,United Kingdom,101.25
541792,17094,2011-01-21 13:09:00,United Kingdom,301.99999999999994
541793,13969,2011-01-21 13:13:00,United Kingdom,345.23999999999995
541794,17238,2011-01-21 13:21:00,United Kingdom,138.55
541795,14692,2011-01-21 13:47:00,United Kingdom,259.6
541796,14092,2011-01-21 13:55:00,United Kingdom,318.5
541797,12970,2011-01-21 14:04:00,United Kingdom,17.2
541798,15311,2011-01-21 14:17:00,United Kingdom,387.87
541799,12970,2011-01-21 14:21:00,United Kingdom,6.6
541800,15235,2011-01-21 14:38:00,United Kingdom,169.74999999999997
541801,15235,2011-01-21 14:39:00,United Kingdom,91.79999999999998
541808,16210,2011-01-21 14:51:00,United Kingdom,10.0
541812,16839,2011-01-21 15:25:00,United Kingdom,357.12
541813,18239,2011-01-21 15:36:00,United Kingdom,424.32
541814,17306,2011-01-21 15:41:00,United Kingdom,748.94
541815,18037,2011-01-21 15:45:00,United Kingdom,8.25
541816,17799,2011-01-21 15:56:00,United Kingdom,614.38
541832,17889,2011-01-21 17:14:00,United Kingdom,101.85
541835,17243,2011-01-23 10:15:00,United Kingdom,161.8
541836,15465,2011-01-23 10:29:00,United Kingdom,394.04999999999995
541837,17714,2011-01-23 10:32:00,United Kingdom,153.0
541838,12916,2011-01-23 10:43:00,United Kingdom,847.85
541839,17769,2011-01-23 11:15:00,United Kingdom,376.30999999999995
541840,15059,2011-01-23 11:48:00,United Kingdom,2.95
541841,14450,2011-01-23 11:53:00,United Kingdom,161.03000000000003
541842,16085,2011-01-23 12:07:00,United Kingdom,181.34999999999997
541843,13659,2011-01-23 12:08:00,United Kingdom,1045.4
541844,16931,2011-01-23 12:19:00,United Kingdom,215.16
541845,15167,2011-01-23 12:41:00,United Kingdom,163.00000000000003
541846,13050,2011-01-23 12:43:00,United Kingdom,323.09
541847,15443,2011-01-23 13:25:00,United Kingdom,437.71
541848,17611,2011-01-23 13:31:00,United Kingdom,497.47999999999996
541849,13230,2011-01-23 13:33:00,United Kingdom,155.64
541850,14224,2011-01-23 13:58:00,United Kingdom,244.3
541851,17841,2011-01-23 14:20:00,United Kingdom,105.34000000000002
541853,17858,2011-01-23 14:29:00,United Kingdom,224.75
541854,18283,2011-01-23 14:58:00,United Kingdom,106.55
541855,13742,2011-01-23 14:59:00,United Kingdom,469.18000000000006
541856,17673,2011-01-23 15:16:00,United Kingdom,402.41999999999996
541857,12727,2011-01-23 15:17:00,France,514.5
541858,16983,2011-01-23 15:34:00,United Kingdom,195.26
541859,14606,2011-01-23 15:34:00,United Kingdom,265.18
541860,13963,2011-01-23 15:45:00,United Kingdom,115.67999999999999
541862,14068,2011-01-23 16:02:00,United Kingdom,265.85
541864,13798,2011-01-23 16:17:00,United Kingdom,2375.42
541865,13068,2011-01-24 08:20:00,United Kingdom,165.0
541866,16477,2011-01-24 09:25:00,United Kingdom,417.31
541867,14744,2011-01-24 09:28:00,United Kingdom,163.49999999999997
541872,14796,2011-01-24 09:52:00,United Kingdom,293.74
541873,14368,2011-01-24 09:52:00,United Kingdom,155.0
541874,15497,2011-01-24 10:01:00,United Kingdom,970.6
541875,16558,2011-01-24 10:01:00,United Kingdom,301.28
541876,12951,2011-01-24 10:05:00,United Kingdom,117.4
541877,12559,2011-01-24 10:12:00,Germany,486.10999999999996
541880,13819,2011-01-24 10:38:00,United Kingdom,408.29999999999995
541881,14501,2011-01-24 10:43:00,United Kingdom,66.93
541883,13408,2011-01-24 10:56:00,United Kingdom,904.6600000000001
541884,14782,2011-01-24 11:12:00,United Kingdom,200.10000000000002
541886,15039,2011-01-24 11:21:00,United Kingdom,481.4099999999999
541903,15039,2011-01-24 11:31:00,United Kingdom,91.80000000000001
541916,17861,2011-01-24 11:34:00,United Kingdom,241.86
541919,14334,2011-01-24 11:35:00,United Kingdom,352.41999999999996
541932,14439,2011-01-24 11:39:00,Greece,2661.24
541946,17591,2011-01-24 11:50:00,United Kingdom,309.43
541947,18161,2011-01-24 11:56:00,United Kingdom,301.53000000000003
541948,15820,2011-01-24 12:00:00,United Kingdom,206.98
541949,18136,2011-01-24 12:08:00,United Kingdom,288.99
541950,15498,2011-01-24 12:13:00,United Kingdom,523.3399999999999
541960,16660,2011-01-24 12:44:00,United Kingdom,282.59999999999997
541962,12693,2011-01-24 12:58:00,Germany,162.05
541963,17799,2011-01-24 13:06:00,United Kingdom,172.85000000000002
541965,12625,2011-01-24 13:27:00,Germany,1716.62
541966,13854,2011-01-24 13:35:00,United Kingdom,304.09999999999997
541968,13396,2011-01-24 13:37:00,United Kingdom,387.27000000000004
541970,15179,2011-01-24 13:48:00,United Kingdom,1285.6200000000001
541972,12935,2011-01-24 13:58:00,United Kingdom,431.62999999999994
541973,16730,2011-01-24 14:01:00,United Kingdom,187.02000000000004
541974,14541,2011-01-24 14:16:00,United Kingdom,163.04000000000002
541976,16168,2011-01-24 14:39:00,United Kingdom,127.7
541977,15078,2011-01-24 14:44:00,United Kingdom,379.7
541978,13551,2011-01-24 14:46:00,United Kingdom,91.80000000000001
541979,14911,2011-01-24 14:54:00,EIRE,282.44000000000005
541980,12421,2011-01-24 15:09:00,Spain,157.45000000000002
541981,12691,2011-01-24 15:32:00,France,190.2
541983,15797,2011-01-24 15:47:00,United Kingdom,15.0
541984,13117,2011-01-24 15:48:00,United Kingdom,111.78
541985,15052,2011-01-24 15:52:00,United Kingdom,215.78
541986,17001,2011-01-24 15:59:00,United Kingdom,374.93
541987,14130,2011-01-24 16:05:00,United Kingdom,483.86
541988,15222,2011-01-25 08:03:00,United Kingdom,585.0
541989,13615,2011-01-25 08:21:00,United Kingdom,417.6900000000001
541990,13901,2011-01-25 09:01:00,United Kingdom,214.39999999999998
541991,12417,2011-01-25 09:11:00,Belgium,323.44
541992,16029,2011-01-25 09:31:00,United Kingdom,431.76
541995,13158,2011-01-25 09:58:00,United Kingdom,256.40999999999997
541996,18075,2011-01-25 10:20:00,United Kingdom,333.08
541997,18077,2011-01-25 10:38:00,United Kingdom,315.13
541998,12348,2011-01-25 10:42:00,Finland,227.43999999999997
542000,14257,2011-01-25 10:49:00,United Kingdom,620.14
542001,14298,2011-01-25 10:56:00,United Kingdom,723.5999999999999
542002,14298,2011-01-25 10:57:00,United Kingdom,621.5999999999999
542003,15311,2011-01-25 11:07:00,United Kingdom,1368.38
542004,12971,2011-01-25 11:08:00,United Kingdom,88.80000000000001
542005,14409,2011-01-25 11:18:00,United Kingdom,337.29999999999995
542006,15218,2011-01-25 11:20:00,United Kingdom,581.66
542025,14543,2011-01-25 11:41:00,United Kingdom,303.79999999999995
542026,15110,2011-01-25 11:41:00,United Kingdom,169.65
542057,15967,2011-01-25 11:57:00,United Kingdom,173.79999999999998
542058,15601,2011-01-25 11:59:00,United Kingdom,461.64
542059,16757,2011-01-25 11:59:00,United Kingdom,106.83
542065,14527,2011-01-25 12:03:00,United Kingdom,90.9
542079,18144,2011-01-25 12:15:00,United Kingdom,157.4
542080,13815,2011-01-25 12:16:00,Germany,1012.01
542081,15213,2011-01-25 12:21:00,United Kingdom,15.149999999999999
542083,18008,2011-01-25 12:26:00,United Kingdom,130.81
542084,14680,2011-01-25 12:31:00,United Kingdom,1081.3
542085,14534,2011-01-25 12:33:00,United Kingdom,355.12
542087,14849,2011-01-25 12:35:00,United Kingdom,459.8399999999999
542090,15518,2011-01-25 12:39:00,United Kingdom,241.89
542093,17677,2011-01-25 12:46:00,United Kingdom,500.1
542096,17236,2011-01-25 12:52:00,United Kingdom,199.32999999999998
542098,16531,2011-01-25 13:04:00,United Kingdom,146.10000000000002
542099,13703,2011-01-25 13:10:00,United Kingdom,99.5
542100,15339,2011-01-25 13:15:00,United Kingdom,257.90000000000003
542102,12744,2011-01-25 13:26:00,Singapore,2053.07
542103,13198,2011-01-25 13:26:00,United Kingdom,800.19
542105,12854,2011-01-25 13:35:00,United Kingdom,389.9
542106,12709,2011-01-25 13:37:00,Germany,1116.8999999999999
542107,16222,2011-01-25 13:38:00,United Kingdom,846.72
542108,17460,2011-01-25 13:43:00,United Kingdom,133.5
542110,14189,2011-01-25 13:46:00,United Kingdom,274.74
542111,14341,2011-01-25 13:55:00,United Kingdom,224.48000000000002
542112,13168,2011-01-25 13:55:00,United Kingdom,632.1800000000001
542113,14341,2011-01-25 13:55:00,United Kingdom,111.15
542114,16943,2011-01-25 14:00:00,United Kingdom,451.03
542121,17515,2011-01-25 14:33:00,United Kingdom,231.47999999999996
542122,17082,2011-01-25 14:36:00,United Kingdom,636.94
542123,14299,2011-01-25 14:44:00,United Kingdom,339.59999999999997
542124,14248,2011-01-25 14:45:00,United Kingdom,302.58
542125,16497,2011-01-25 14:47:00,United Kingdom,233.07999999999998
542126,13001,2011-01-25 14:53:00,United Kingdom,564.39
542128,12609,2011-01-25 15:13:00,Germany,287.93
542129,13002,2011-01-25 15:18:00,United Kingdom,120.94999999999999
542130,13468,2011-01-25 15:36:00,United Kingdom,146.1
542131,16133,2011-01-25 15:55:00,United Kingdom,323.71
542132,12691,2011-01-25 15:59:00,France,36.0
542133,13049,2011-01-25 16:33:00,United Kingdom,153.78000000000003
542134,15189,2011-01-25 16:36:00,United Kingdom,300.0
542141,14548,2011-01-26 08:38:00,United Kingdom,326.4
542142,12971,2011-01-26 09:04:00,United Kingdom,174.60000000000002
542143,15061,2011-01-26 09:23:00,United Kingdom,561.3
542145,13089,2011-01-26 09:26:00,United Kingdom,419.40000000000003
542146,13405,2011-01-26 09:27:00,United Kingdom,160.05
542147,12782,2011-01-26 10:02:00,Portugal,683.93
542148,14060,2011-01-26 10:10:00,United Kingdom,252.10000000000002
542149,17811,2011-01-26 10:17:00,United Kingdom,108.55000000000001
542151,13491,2011-01-26 10:30:00,United Kingdom,187.84999999999997
542152,13534,2011-01-26 10:33:00,United Kingdom,182.45
542153,13534,2011-01-26 10:33:00,United Kingdom,164.7
542154,15777,2011-01-26 10:49:00,United Kingdom,102.0
542155,15777,2011-01-26 10:51:00,United Kingdom,285.59999999999997
542174,16043,2011-01-26 11:14:00,United Kingdom,307.84999999999997
542192,14049,2011-01-26 11:27:00,United Kingdom,1031.83
542207,16422,2011-01-26 11:34:00,United Kingdom,396.71999999999997
542208,16422,2011-01-26 11:35:00,United Kingdom,944.34
542212,15812,2011-01-26 12:12:00,United Kingdom,244.8
542213,13837,2011-01-26 12:15:00,United Kingdom,113.7
542214,17118,2011-01-26 12:19:00,United Kingdom,157.02
542215,12472,2011-01-26 12:27:00,Germany,825.36
542216,14911,2011-01-26 12:29:00,EIRE,802.5599999999998
542217,14606,2011-01-26 12:35:00,United Kingdom,166.29999999999998
542219,17735,2011-01-26 12:36:00,United Kingdom,594.04
542220,15373,2011-01-26 12:38:00,United Kingdom,211.35
542221,14978,2011-01-26 12:40:00,United Kingdom,379.2799999999999
542222,14616,2011-01-26 12:42:00,United Kingdom,237.60000000000002
542223,14233,2011-01-26 12:43:00,United Kingdom,100.85000000000001
542224,17888,2011-01-26 12:45:00,United Kingdom,92.69999999999999
542226,17075,2011-01-26 13:20:00,United Kingdom,188.86
542227,14243,2011-01-26 13:33:00,United Kingdom,328.4
542228,13113,2011-01-26 13:37:00,United Kingdom,372.28999999999996
542229,12474,2011-01-26 13:38:00,Germany,350.4
542230,17389,2011-01-26 13:38:00,United Kingdom,227.39999999999998
542231,16714,2011-01-26 13:40:00,United Kingdom,1136.58
542233,13098,2011-01-26 13:46:00,United Kingdom,648.8
542234,16714,2011-01-26 13:46:00,United Kingdom,9.95
542235,15661,2011-01-26 13:56:00,United Kingdom,193.79999999999998
542236,17027,2011-01-26 14:19:00,United Kingdom,191.54999999999998
542237,12347,2011-01-26 14:30:00,Iceland,475.3900000000001
542238,12591,2011-01-26 14:35:00,Italy,452.84999999999997
542239,17786,2011-01-26 14:35:00,United Kingdom,114.85000000000001
542240,16124,2011-01-26 14:45:00,United Kingdom,249.0
542241,16409,2011-01-26 14:51:00,United Kingdom,271.56000000000006
542242,13754,2011-01-26 14:58:00,United Kingdom,156.0
542243,17841,2011-01-26 15:00:00,United Kingdom,181.64999999999998
542246,15227,2011-01-26 15:31:00,United Kingdom,318.23
542247,12997,2011-01-26 15:49:00,United Kingdom,305.55
542254,14733,2011-01-26 16:41:00,United Kingdom,511.69
542258,17372,2011-01-26 17:08:00,United Kingdom,162.39999999999998
542265,15867,2011-01-26 17:27:00,United Kingdom,142.71
542266,16918,2011-01-26 17:37:00,United Kingdom,275.78
542267,16882,2011-01-26 17:43:00,United Kingdom,9.9
542268,15358,2011-01-27 08:30:00,United Kingdom,490.87999999999994
542269,14442,2011-01-27 09:33:00,Channel Islands,675.5799999999999
542272,16496,2011-01-27 09:42:00,United Kingdom,736.7
542274,16782,2011-01-27 10:02:00,United Kingdom,339.6000000000001
542275,13089,2011-01-27 10:18:00,United Kingdom,702.4
542276,12764,2011-01-27 10:19:00,Lebanon,1693.88
542277,14440,2011-01-27 10:30:00,United Kingdom,529.01
542278,14911,2011-01-27 10:43:00,EIRE,564.0500000000001
542284,17311,2011-01-27 10:56:00,United Kingdom,556.4599999999999
542303,12539,2011-01-27 11:05:00,Spain,1715.85
542320,14040,2011-01-27 11:15:00,United Kingdom,203.25
542345,15910,2011-01-27 11:55:00,United Kingdom,149.49
542347,12826,2011-01-27 12:06:00,United Kingdom,329.38
542349,15513,2011-01-27 12:10:00,United Kingdom,328.73999999999995
542350,16949,2011-01-27 12:11:00,United Kingdom,74.42
542351,14560,2011-01-27 12:13:00,United Kingdom,152.25
542353,16700,2011-01-27 12:19:00,United Kingdom,508.36
542354,14709,2011-01-27 12:19:00,United Kingdom,407.95
542355,14970,2011-01-27 12:23:00,United Kingdom,337.5
542360,14701,2011-01-27 12:40:00,United Kingdom,396.45000000000005
542369,12645,2011-01-27 13:08:00,Germany,369.29999999999995
542370,13004,2011-01-27 13:23:00,United Kingdom,318.6000000000001
542371,12468,2011-01-27 13:29:00,Germany,220.58999999999995
542372,13078,2011-01-27 13:37:00,United Kingdom,408.78000000000003
542373,16767,2011-01-27 13:38:00,United Kingdom,1866.02
542374,15696,2011-01-27 13:40:00,United Kingdom,264.26
542375,12626,2011-01-27 13:42:00,Germany,178.1
542377,13506,2011-01-27 13:53:00,United Kingdom,157.4
542381,17213,2011-01-27 14:07:00,United Kingdom,321.09999999999997
542382,14738,2011-01-27 14:10:00,United Kingdom,204.77
542384,15827,2011-01-27 14:31:00,United Kingdom,177.35
542386,17540,2011-01-27 14:35:00,United Kingdom,268.8
542388,14239,2011-01-27 14:45:00,United Kingdom,159.60000000000002
542389,12868,2011-01-27 14:46:00,United Kingdom,182.45000000000002
542390,16814,2011-01-27 14:48:00,United Kingdom,317.15
542393,18125,2011-01-27 15:02:00,United Kingdom,556.46
542397,13328,2011-01-27 15:22:00,United Kingdom,1308.48
542398,13174,2011-01-27 15:36:00,United Kingdom,692.3
542399,15549,2011-01-27 15:38:00,United Kingdom,942.0999999999999
542401,14541,2011-01-27 15:51:00,United Kingdom,316.21000000000004
542405,13534,2011-01-27 16:11:00,United Kingdom,31.799999999999997
542406,17757,2011-01-27 16:13:00,United Kingdom,133.45
542407,15601,2011-01-27 16:17:00,United Kingdom,283.74
542408,13280,2011-01-27 16:29:00,United Kingdom,392.01
542409,15311,2011-01-27 16:30:00,United Kingdom,305.25
542411,15864,2011-01-27 16:43:00,United Kingdom,242.42000000000002
542412,16725,2011-01-27 16:49:00,United Kingdom,116.39999999999999
542419,14662,2011-01-27 17:41:00,United Kingdom,101.05000000000001
542420,17180,2011-01-27 18:05:00,United Kingdom,247.54000000000002
542422,14702,2011-01-27 19:33:00,United Kingdom,181.35
542423,15057,2011-01-28 09:09:00,United Kingdom,1131.0
542425,12574,2011-01-28 09:20:00,France,218.45000000000002
542428,17404,2011-01-28 10:00:00,Sweden,2938.7599999999998
542429,13330,2011-01-28 10:08:00,United Kingdom,335.82
542430,13552,2011-01-28 10:10:00,United Kingdom,313.70000000000005
542431,12853,2011-01-28 10:28:00,United Kingdom,427.4
542432,13538,2011-01-28 10:40:00,United Kingdom,166.8
542433,12726,2011-01-28 10:45:00,France,401.58
542434,16755,2011-01-28 10:47:00,United Kingdom,316.06
542470,14133,2011-01-28 11:27:00,United Kingdom,318.0
542503,16327,2011-01-28 11:58:00,United Kingdom,622.6199999999999
542506,16523,2011-01-28 12:06:00,United Kingdom,743.9000000000001
542511,15527,2011-01-28 12:07:00,United Kingdom,358.9
542517,13694,2011-01-28 12:11:00,United Kingdom,1521.1
542519,15159,2011-01-28 12:19:00,United Kingdom,564.5
542520,15547,2011-01-28 12:21:00,United Kingdom,238.67
542521,17965,2011-01-28 12:28:00,United Kingdom,150.88
542526,14659,2011-01-28 12:43:00,United Kingdom,593.1700000000001
542527,17188,2011-01-28 12:48:00,United Kingdom,522.0799999999999
542528,13141,2011-01-28 13:04:00,United Kingdom,215.51999999999995
542530,15365,2011-01-28 13:08:00,United Kingdom,208.61
542533,16019,2011-01-28 13:18:00,United Kingdom,100.8
542534,13707,2011-01-28 13:27:00,United Kingdom,583.4099999999999
542535,12735,2011-01-28 13:37:00,France,459.79999999999995
542538,15079,2011-01-28 13:54:00,United Kingdom,367.2900000000001
542542,12431,2011-01-28 14:37:00,Australia,384.67999999999995
542543,13141,2011-01-28 14:42:00,United Kingdom,309.05
542549,15696,2011-01-28 14:45:00,United Kingdom,19.8
542568,14215,2011-01-28 14:53:00,United Kingdom,160.05
542578,13709,2011-01-28 14:57:00,United Kingdom,474.69999999999993
542583,14051,2011-01-28 15:09:00,United Kingdom,483.9
542584,18016,2011-01-28 15:21:00,United Kingdom,168.10000000000002
542585,17329,2011-01-28 15:29:00,United Kingdom,243.36
542586,12377,2011-01-28 15:45:00,Switzerland,626.6
542587,14401,2011-01-28 15:53:00,United Kingdom,304.74
542590,17920,2011-01-28 16:18:00,United Kingdom,159.85000000000002
542591,13089,2011-01-28 16:42:00,United Kingdom,119.85000000000001
542595,14040,2011-01-30 10:19:00,United Kingdom,421.1
542596,14532,2011-01-30 10:27:00,United Kingdom,182.8
542597,16326,2011-01-30 10:33:00,United Kingdom,159.42999999999998
542598,14805,2011-01-30 10:43:00,United Kingdom,109.25000000000001
542599,17062,2011-01-30 11:01:00,United Kingdom,102.63999999999999
542600,16923,2011-01-30 11:11:00,United Kingdom,310.60999999999996
542601,16897,2011-01-30 11:52:00,United Kingdom,213.03
542602,15579,2011-01-30 12:09:00,United Kingdom,199.60000000000002
542603,16985,2011-01-30 12:09:00,United Kingdom,340.24
542605,17796,2011-01-30 12:42:00,United Kingdom,225.1
542606,14595,2011-01-30 13:36:00,United Kingdom,163.8
542607,13148,2011-01-30 13:48:00,United Kingdom,411.75
542608,16770,2011-01-30 13:51:00,United Kingdom,269.3
542609,13161,2011-01-30 14:03:00,United Kingdom,112.75
542610,13148,2011-01-30 14:05:00,United Kingdom,351.56
542611,15415,2011-01-30 14:13:00,United Kingdom,572.81
542612,17841,2011-01-30 14:19:00,United Kingdom,165.89999999999998
542613,17431,2011-01-30 14:36:00,United Kingdom,403.3
542614,15708,2011-01-30 14:37:00,United Kingdom,197.25000000000003
542615,13148,2011-01-30 15:22:00,United Kingdom,14.95
542616,16816,2011-01-30 15:40:00,United Kingdom,249.67000000000002
542617,17463,2011-01-30 15:48:00,United Kingdom,709.5099999999999
542618,14502,2011-01-30 15:52:00,United Kingdom,155.20999999999995
542619,13869,2011-01-30 15:54:00,United Kingdom,574.1899999999999
542620,13089,2011-01-31 08:56:00,United Kingdom,343.55
542621,12528,2011-01-31 09:05:00,Germany,493.53000000000003
542623,17239,2011-01-31 09:41:00,United Kingdom,382.50000000000006
542626,12720,2011-01-31 09:51:00,Germany,279.3
542627,14426,2011-01-31 09:51:00,United Kingdom,568.8199999999999
542628,14426,2011-01-31 09:55:00,United Kingdom,132.35
542629,12731,2011-01-31 09:57:00,France,3174.4300000000003
542630,13784,2011-01-31 10:08:00,United Kingdom,60.48
542631,12841,2011-01-31 10:09:00,United Kingdom,123.94999999999999
542632,13324,2011-01-31 10:13:00,United Kingdom,460.49999999999994
542634,15448,2011-01-31 10:42:00,United Kingdom,494.64
542636,18239,2011-01-31 10:44:00,United Kingdom,56.099999999999994
542641,17314,2011-01-31 11:25:00,United Kingdom,203.8
542646,17220,2011-01-31 11:42:00,United Kingdom,319.99999999999994
542647,18245,2011-01-31 11:46:00,United Kingdom,439.18
542648,12476,2011-01-31 11:46:00,Germany,549.5799999999999
542649,17373,2011-01-31 11:46:00,United Kingdom,145.25
542659,15738,2011-01-31 12:09:00,United Kingdom,305.07
542662,18145,2011-01-31 12:10:00,United Kingdom,609.01
542667,17068,2011-01-31 12:16:00,United Kingdom,453.7
542673,14527,2011-01-31 12:18:00,United Kingdom,101.80000000000001
542678,14688,2011-01-31 12:21:00,United Kingdom,205.6
542690,14298,2011-01-31 12:33:00,United Kingdom,378.0
542691,13408,2011-01-31 12:34:00,United Kingdom,631.36
542692,14467,2011-01-31 12:35:00,United Kingdom,131.7
542694,12908,2011-01-31 12:37:00,United Kingdom,318.0
542707,18095,2011-01-31 12:50:00,United Kingdom,205.3
542708,17621,2011-01-31 13:07:00,United Kingdom,662.38
542709,15144,2011-01-31 13:17:00,United Kingdom,378.31999999999994
542710,14776,2011-01-31 13:17:00,United Kingdom,558.3599999999999
542711,17894,2011-01-31 13:19:00,United Kingdom,93.60000000000001
542712,14744,2011-01-31 13:27:00,United Kingdom,327.98
542713,12668,2011-01-31 13:27:00,Germany,1009.8000000000001
542715,16403,2011-01-31 13:39:00,United Kingdom,177.5
542716,16407,2011-01-31 14:02:00,United Kingdom,263.24
542717,17580,2011-01-31 14:07:00,United Kingdom,121.17
542718,15602,2011-01-31 14:13:00,United Kingdom,192.20000000000002
542719,17619,2011-01-31 14:18:00,United Kingdom,218.51999999999995
542720,12778,2011-01-31 14:35:00,Netherlands,134.48
542722,13089,2011-01-31 14:38:00,United Kingdom,261.59999999999997
542723,17256,2011-01-31 14:53:00,United Kingdom,127.9
542724,16779,2011-01-31 14:59:00,United Kingdom,265.05
542725,16191,2011-01-31 15:05:00,United Kingdom,14.750000000000002
542727,17604,2011-01-31 15:09:00,United Kingdom,136.24
