customer_id,country,first_purchase_date
13218,United Kingdom,2011-08-04 16:59:00
13220,United Kingdom,2011-04-17 10:59:00
13221,United Kingdom,2010-12-15 13:24:00
13223,United Kingdom,2011-04-21 15:16:00
13224,United Kingdom,2011-07-11 14:10:00
13225,United Kingdom,2010-12-13 09:49:00
13226,United Kingdom,2011-03-11 14:35:00
13227,United Kingdom,2011-05-22 11:47:00
13228,United Kingdom,2011-09-19 14:28:00
13229,United Kingdom,2011-04-28 12:07:00
13230,United Kingdom,2010-12-09 19:28:00
13232,United Kingdom,2011-04-10 13:48:00
13233,United Kingdom,2011-01-07 14:49:00
13235,United Kingdom,2011-05-11 17:13:00
13236,United Kingdom,2011-08-25 08:58:00
13238,United Kingdom,2010-12-14 14:37:00
13239,United Kingdom,2011-03-23 10:25:00
13240,United Kingdom,2010-12-09 12:49:00
13242,United Kingdom,2011-05-10 12:26:00
13243,United Kingdom,2011-05-20 13:14:00
13244,United Kingdom,2011-09-08 11:46:00
13245,United Kingdom,2011-10-20 11:40:00
13246,United Kingdom,2011-01-13 13:36:00
13247,United Kingdom,2011-09-18 11:31:00
13248,United Kingdom,2011-06-03 13:05:00
13249,United Kingdom,2011-03-23 15:26:00
13253,United Kingdom,2011-01-04 15:43:00
13255,United Kingdom,2010-12-01 11:58:00
13256,United Kingdom,2011-11-25 15:57:00
13258,United Kingdom,2011-05-18 13:11:00
13259,United Kingdom,2011-10-09 10:48:00
13260,United Kingdom,2011-10-09 13:21:00
13261,United Kingdom,2011-02-27 10:41:00
13262,United Kingdom,2011-03-21 15:06:00
13263,United Kingdom,2011-01-18 16:31:00
13265,United Kingdom,2011-03-11 09:54:00
13266,United Kingdom,2011-03-28 10:14:00
13267,United Kingdom,2010-12-08 09:20:00
13268,United Kingdom,2011-03-17 13:20:00
13269,United Kingdom,2010-12-05 11:51:00
13270,United Kingdom,2010-12-08 14:53:00
13271,United Kingdom,2011-11-02 14:31:00
13272,United Kingdom,2011-09-11 12:06:00
13273,United Kingdom,2011-08-18 14:02:00
13276,United Kingdom,2011-09-01 10:03:00
13277,United Kingdom,2011-07-29 10:06:00
13278,United Kingdom,2011-10-30 11:49:00
13279,United Kingdom,2011-09-22 17:24:00
13280,United Kingdom,2011-01-06 17:10:00
13282,United Kingdom,2011-05-03 12:03:00
13283,United Kingdom,2011-06-07 12:39:00
13284,United Kingdom,2011-01-13 09:23:00
13285,United Kingdom,2011-02-22 17:13:00
13291,United Kingdom,2011-07-07 10:36:00
13292,United Kingdom,2011-02-28 15:00:00
13294,United Kingdom,2011-04-04 12:37:00
13295,United Kingdom,2010-12-15 11:21:00
13296,United Kingdom,2011-07-25 13:46:00
13297,United Kingdom,2011-10-03 15:08:00
13298,United Kingdom,2011-12-08 13:11:00
13299,United Kingdom,2011-03-16 12:55:00
13300,United Kingdom,2011-06-23 13:09:00
13301,United Kingdom,2011-02-20 13:13:00
13302,United Kingdom,2011-07-07 17:56:00
13304,United Kingdom,2010-12-23 14:35:00
13305,United Kingdom,2010-12-02 12:10:00
13307,United Kingdom,2011-08-11 17:14:00
13308,United Kingdom,2011-05-20 13:13:00
13309,United Kingdom,2011-02-04 12:29:00
13310,United Kingdom,2011-01-19 14:50:00
13311,United Kingdom,2011-07-12 14:26:00
13313,United Kingdom,2011-01-04 10:00:00
13314,United Kingdom,2011-09-27 10:20:00
13316,United Kingdom,2011-03-30 13:01:00
13317,United Kingdom,2010-12-16 09:22:00
13318,United Kingdom,2011-11-02 13:26:00
13319,United Kingdom,2010-12-09 10:04:00
13320,United Kingdom,2011-05-10 10:29:00
13321,United Kingdom,2011-09-14 15:18:00
13322,United Kingdom,2011-11-22 14:21:00
13323,United Kingdom,2011-09-16 13:23:00
13324,United Kingdom,2010-12-14 09:50:00
13325,United Kingdom,2011-09-19 10:36:00
13327,United Kingdom,2010-12-09 15:32:00
13328,United Kingdom,2011-01-27 15:22:00
13329,United Kingdom,2010-12-08 10:11:00
13330,United Kingdom,2011-01-28 10:08:00
13332,United Kingdom,2011-11-25 13:30:00
13334,United Kingdom,2011-02-07 11:42:00
13336,United Kingdom,2011-09-23 14:05:00
13338,United Kingdom,2011-07-05 09:06:00
13339,United Kingdom,2011-05-23 08:31:00
13340,United Kingdom,2011-03-08 11:39:00
13341,United Kingdom,2011-03-24 09:50:00
13343,United Kingdom,2011-06-15 12:24:00
13344,United Kingdom,2011-03-07 10:28:00
13345,United Kingdom,2011-02-25 09:01:00
13347,United Kingdom,2011-09-30 13:28:00
13348,United Kingdom,2011-10-06 17:28:00
13349,United Kingdom,2011-11-29 08:07:00
13350,United Kingdom,2011-09-21 13:33:00
13351,United Kingdom,2011-10-04 12:55:00
13352,United Kingdom,2011-10-10 13:55:00
13354,United Kingdom,2011-09-29 13:17:00
13355,United Kingdom,2011-08-09 14:48:00
13356,United Kingdom,2011-09-20 14:33:00
13357,United Kingdom,2011-03-27 13:56:00
13358,United Kingdom,2011-03-16 11:52:00
13359,United Kingdom,2011-10-07 09:30:00
13362,United Kingdom,2011-02-25 11:33:00
13363,United Kingdom,2011-10-27 10:46:00
13364,United Kingdom,2011-09-29 18:13:00
13365,United Kingdom,2011-05-06 12:00:00
13366,United Kingdom,2011-10-20 13:37:00
13368,United Kingdom,2011-01-06 12:32:00
13369,United Kingdom,2010-12-09 11:30:00
13370,United Kingdom,2010-12-03 10:26:00
13372,United Kingdom,2011-09-11 12:46:00
13373,United Kingdom,2011-03-08 14:35:00
13375,United Kingdom,2011-09-12 10:19:00
13376,United Kingdom,2011-04-19 13:03:00
13379,United Kingdom,2011-07-26 12:26:00
13381,United Kingdom,2011-02-14 10:10:00
13382,United Kingdom,2011-03-04 10:03:00
13384,United Kingdom,2011-06-14 12:47:00
13385,United Kingdom,2011-01-14 09:52:00
13388,United Kingdom,2011-07-31 12:52:00
13389,United Kingdom,2011-04-21 12:12:00
13390,United Kingdom,2011-09-26 08:38:00
13391,United Kingdom,2011-05-20 10:50:00
13394,United Kingdom,2011-02-03 10:39:00
13395,United Kingdom,2011-06-07 15:04:00
13396,United Kingdom,2011-01-24 13:37:00
13397,United Kingdom,2011-01-04 13:50:00
13398,United Kingdom,2011-05-31 13:17:00
13402,United Kingdom,2010-12-02 17:12:00
13403,United Kingdom,2011-11-22 08:28:00
13404,United Kingdom,2011-05-11 11:57:00
13405,United Kingdom,2011-01-26 09:27:00
13408,United Kingdom,2010-12-01 10:39:00
13410,United Kingdom,2011-02-21 14:38:00
13411,United Kingdom,2011-08-24 13:57:00
13414,United Kingdom,2011-02-16 12:13:00
13416,United Kingdom,2011-09-19 14:43:00
13417,United Kingdom,2011-05-18 16:26:00
13418,United Kingdom,2010-12-02 10:45:00
13419,United Kingdom,2011-10-07 12:49:00
13420,United Kingdom,2011-06-22 11:35:00
13421,United Kingdom,2011-02-22 15:46:00
13422,United Kingdom,2011-10-06 13:42:00
13425,United Kingdom,2011-02-18 08:34:00
13426,United Kingdom,2010-12-15 12:43:00
13427,United Kingdom,2011-05-08 15:58:00
13428,United Kingdom,2011-11-29 14:20:00
13429,United Kingdom,2011-09-25 15:59:00
13430,United Kingdom,2011-09-14 14:26:00
13431,United Kingdom,2011-09-12 11:25:00
13434,United Kingdom,2011-09-04 10:35:00
13435,United Kingdom,2011-06-03 17:07:00
13436,United Kingdom,2011-12-08 10:33:00
13437,United Kingdom,2011-06-02 14:30:00
13439,United Kingdom,2011-03-29 14:20:00
13441,United Kingdom,2011-09-09 09:38:00
13447,United Kingdom,2011-11-04 10:10:00
13448,United Kingdom,2010-12-01 10:52:00
13449,United Kingdom,2011-11-16 08:28:00
13450,United Kingdom,2011-05-05 19:48:00
13451,United Kingdom,2011-01-09 15:35:00
13452,United Kingdom,2011-03-14 11:38:00
13453,United Kingdom,2011-02-23 09:44:00
13455,United Kingdom,2010-12-08 13:11:00
13456,United Kingdom,2011-05-16 15:34:00
13458,United Kingdom,2010-12-15 12:05:00
13460,United Kingdom,2011-10-21 09:50:00
13461,United Kingdom,2011-06-29 10:23:00
13462,United Kingdom,2011-04-01 11:20:00
13464,United Kingdom,2011-10-12 15:01:00
13466,United Kingdom,2011-06-08 16:39:00
13467,United Kingdom,2011-11-03 16:56:00
13468,United Kingdom,2010-12-01 15:08:00
13470,United Kingdom,2011-08-16 17:06:00
13471,United Kingdom,2011-10-23 13:10:00
13473,United Kingdom,2011-01-11 08:45:00
13474,United Kingdom,2011-04-17 13:53:00
13475,United Kingdom,2011-02-14 12:36:00
13476,United Kingdom,2011-03-03 14:43:00
13477,United Kingdom,2011-02-21 12:29:00
13479,United Kingdom,2011-04-19 11:27:00
13481,United Kingdom,2011-03-28 09:07:00
13482,United Kingdom,2011-04-21 17:03:00
13483,United Kingdom,2011-10-05 11:53:00
13484,United Kingdom,2011-04-12 16:30:00
13485,United Kingdom,2011-04-20 13:58:00
13486,United Kingdom,2011-07-07 17:19:00
13487,United Kingdom,2010-12-21 14:54:00
13488,United Kingdom,2010-12-07 13:01:00
13489,United Kingdom,2011-02-18 10:42:00
13491,United Kingdom,2010-12-02 14:30:00
13492,Switzerland,2011-05-09 10:06:00
13493,Switzerland,2011-02-25 16:42:00
13494,United Kingdom,2011-02-01 11:58:00
13495,United Kingdom,2010-12-06 15:14:00
13496,United Kingdom,2010-12-15 10:17:00
13497,United Kingdom,2010-12-06 11:37:00
13499,United Kingdom,2011-03-15 08:52:00
13500,United Kingdom,2011-08-09 12:20:00
13501,Switzerland,2011-02-24 18:59:00
13502,United Kingdom,2011-01-20 09:03:00
13503,United Kingdom,2011-09-29 13:23:00
13504,United Kingdom,2011-10-06 13:20:00
13505,Switzerland,2011-04-21 12:07:00
13506,United Kingdom,2010-12-05 12:15:00
13507,United Kingdom,2011-07-17 11:50:00
13508,United Kingdom,2011-04-10 11:58:00
13509,United Kingdom,2011-02-28 13:27:00
13510,United Kingdom,2011-06-09 09:32:00
13512,United Kingdom,2011-03-24 10:03:00
13513,United Kingdom,2011-08-05 11:50:00
13514,United Kingdom,2011-09-27 09:39:00
13515,United Kingdom,2011-04-06 10:33:00
13516,United Kingdom,2011-04-15 11:06:00
13517,United Kingdom,2011-06-13 08:44:00
13518,United Kingdom,2011-09-15 10:29:00
13519,United Kingdom,2011-09-22 18:24:00
13520,Switzerland,2010-12-03 10:36:00
13521,United Kingdom,2011-11-29 15:09:00
13522,United Kingdom,2011-11-09 15:11:00
13523,United Kingdom,2010-12-08 14:22:00
13524,United Kingdom,2011-05-04 12:26:00
13525,United Kingdom,2011-04-05 15:36:00
13527,United Kingdom,2011-01-17 11:17:00
13529,United Kingdom,2011-05-19 11:50:00
13531,United Kingdom,2010-12-08 15:03:00
13532,United Kingdom,2011-11-06 12:25:00
13533,United Kingdom,2011-03-17 12:47:00
13534,United Kingdom,2010-12-16 15:23:00
13536,United Kingdom,2011-09-25 13:30:00
13538,United Kingdom,2011-01-28 10:40:00
13539,United Kingdom,2011-02-03 15:23:00
13544,United Kingdom,2011-04-13 12:09:00
13546,United Kingdom,2011-05-23 12:14:00
13548,United Kingdom,2011-04-10 11:35:00
13549,United Kingdom,2011-04-11 13:42:00
13551,United Kingdom,2011-01-24 14:46:00
13552,United Kingdom,2011-01-28 10:10:00
13555,United Kingdom,2011-05-22 11:06:00
13557,United Kingdom,2011-03-04 12:14:00
13558,United Kingdom,2011-10-02 13:01:00
13560,United Kingdom,2011-12-02 13:11:00
13561,United Kingdom,2011-05-08 12:39:00
13562,United Kingdom,2011-04-08 12:42:00
13563,United Kingdom,2011-07-22 17:21:00
13564,United Kingdom,2010-12-06 17:26:00
13565,United Kingdom,2011-01-09 14:28:00
13566,United Kingdom,2011-09-18 12:40:00
13568,United Kingdom,2011-06-19 14:42:00
13569,United Kingdom,2010-12-07 12:29:00
13570,United Kingdom,2011-04-10 13:36:00
13571,United Kingdom,2011-03-31 12:43:00
13572,United Kingdom,2011-05-18 11:59:00
13573,United Kingdom,2011-03-31 14:47:00
13575,United Kingdom,2011-06-16 14:24:00
13576,United Kingdom,2010-12-01 17:24:00
13577,United Kingdom,2011-04-12 10:33:00
13579,United Kingdom,2010-12-05 16:10:00
13581,United Kingdom,2011-02-03 14:41:00
13583,United Kingdom,2011-07-07 10:40:00
13584,United Kingdom,2011-02-06 12:49:00
13587,United Kingdom,2011-10-07 12:31:00
13588,United Kingdom,2011-03-29 15:53:00
13589,United Kingdom,2011-06-13 12:44:00
13590,United Kingdom,2011-02-09 13:25:00
13591,United Kingdom,2011-03-18 12:18:00
13592,United Kingdom,2011-03-20 14:01:00
13593,United Kingdom,2011-01-07 16:32:00
13594,United Kingdom,2011-10-18 10:19:00
13596,United Kingdom,2011-11-27 11:57:00
13598,United Kingdom,2011-10-23 14:28:00
13599,United Kingdom,2010-12-08 10:11:00
13600,United Kingdom,2011-01-31 15:27:00
13601,United Kingdom,2011-05-12 16:52:00
13602,United Kingdom,2011-10-06 11:47:00
13603,United Kingdom,2011-11-13 15:57:00
13606,United Kingdom,2011-02-01 11:42:00
13607,United Kingdom,2011-10-30 16:17:00
13610,United Kingdom,2011-02-27 14:44:00
13611,United Kingdom,2010-12-15 10:31:00
13614,United Kingdom,2011-01-13 12:37:00
13615,United Kingdom,2011-01-25 08:21:00
13617,United Kingdom,2011-06-12 12:55:00
13618,United Kingdom,2011-06-19 11:09:00
13621,United Kingdom,2011-08-15 08:26:00
13623,United Kingdom,2011-02-15 13:08:00
13626,United Kingdom,2011-04-01 10:05:00
13627,United Kingdom,2010-12-17 09:52:00
13629,United Kingdom,2011-01-05 12:09:00
13630,United Kingdom,2011-02-27 12:49:00
13631,United Kingdom,2011-03-17 17:13:00
13632,United Kingdom,2011-04-10 15:07:00
13634,United Kingdom,2011-01-16 15:30:00
13635,United Kingdom,2011-10-03 10:55:00
13636,United Kingdom,2011-02-27 14:29:00
13637,United Kingdom,2011-04-27 13:06:00
13638,United Kingdom,2011-11-24 10:38:00
13639,United Kingdom,2011-09-26 13:36:00
13642,United Kingdom,2011-05-08 12:34:00
13643,United Kingdom,2011-06-07 11:40:00
13644,United Kingdom,2011-08-26 11:53:00
13645,United Kingdom,2011-08-11 16:11:00
13647,United Kingdom,2011-04-19 09:49:00
13649,United Kingdom,2010-12-08 14:46:00
13650,United Kingdom,2011-03-17 12:37:00
13651,United Kingdom,2011-10-31 12:11:00
13652,United Kingdom,2010-12-06 09:21:00
13654,United Kingdom,2011-03-11 12:54:00
13655,United Kingdom,2011-04-12 09:53:00
13656,United Kingdom,2011-01-06 15:42:00
13657,United Kingdom,2011-05-22 12:35:00
13658,United Kingdom,2011-05-19 17:15:00
13659,United Kingdom,2011-01-23 12:08:00
13662,United Kingdom,2011-03-25 13:23:00
13663,United Kingdom,2011-06-13 15:44:00
13666,United Kingdom,2011-02-25 13:05:00
13667,United Kingdom,2011-07-13 15:42:00
13668,United Kingdom,2010-12-12 12:35:00
13669,United Kingdom,2011-07-13 11:44:00
13670,United Kingdom,2011-09-25 15:25:00
13672,United Kingdom,2011-01-11 13:54:00
13673,United Kingdom,2011-11-07 15:40:00
13675,United Kingdom,2011-02-28 12:14:00
13678,United Kingdom,2011-07-11 10:14:00
13680,United Kingdom,2011-01-04 14:12:00
13681,United Kingdom,2011-07-07 15:21:00
13682,United Kingdom,2011-06-05 14:06:00
13684,United Kingdom,2011-02-27 10:13:00
13685,United Kingdom,2011-10-10 12:59:00
13686,United Kingdom,2011-06-10 09:10:00
13689,United Kingdom,2011-10-07 13:21:00
13690,United Kingdom,2011-10-11 15:03:00
13692,United Kingdom,2011-04-17 12:57:00
13694,United Kingdom,2010-12-01 12:12:00
13695,United Kingdom,2011-03-25 11:31:00
13697,United Kingdom,2011-11-01 09:14:00
13699,United Kingdom,2011-07-07 16:51:00
13700,United Kingdom,2011-01-16 13:18:00
13703,United Kingdom,2011-01-25 13:10:00
13704,United Kingdom,2011-09-12 14:40:00
13705,United Kingdom,2010-12-01 10:29:00
13706,United Kingdom,2011-02-10 09:21:00
13707,United Kingdom,2011-01-28 13:27:00
13708,United Kingdom,2011-03-13 13:46:00
13709,United Kingdom,2011-01-28 14:57:00
13710,United Kingdom,2011-11-08 08:16:00
13711,United Kingdom,2011-05-05 10:29:00
13712,United Kingdom,2011-04-07 12:33:00
13715,United Kingdom,2010-12-02 08:52:00
13716,United Kingdom,2011-03-15 13:49:00
13717,United Kingdom,2011-02-14 13:21:00
13718,United Kingdom,2011-02-17 11:58:00
13719,United Kingdom,2011-04-19 13:56:00
13720,United Kingdom,2011-03-30 09:17:00
13721,United Kingdom,2011-11-03 14:05:00
13722,United Kingdom,2011-03-02 11:43:00
13723,United Kingdom,2011-05-06 17:04:00
13725,United Kingdom,2011-02-04 12:18:00
13726,United Kingdom,2011-08-31 11:06:00
13727,United Kingdom,2011-11-06 12:16:00
13728,United Kingdom,2011-02-02 12:09:00
13730,United Kingdom,2011-07-01 12:47:00
13731,United Kingdom,2011-04-07 10:10:00
13732,United Kingdom,2011-11-11 15:49:00
13735,United Kingdom,2011-04-19 13:49:00
13736,United Kingdom,2011-03-24 13:04:00
13737,United Kingdom,2011-05-23 16:32:00
13739,United Kingdom,2011-11-21 13:35:00
13740,United Kingdom,2011-04-13 10:32:00
13741,United Kingdom,2011-05-06 13:43:00
13742,United Kingdom,2011-01-23 14:59:00
13743,United Kingdom,2011-03-25 14:46:00
13744,United Kingdom,2011-02-20 14:08:00
13745,United Kingdom,2011-06-30 16:43:00
13747,United Kingdom,2010-12-01 10:37:00
13748,United Kingdom,2010-12-01 09:00:00
13750,United Kingdom,2011-01-07 11:49:00
13751,United Kingdom,2011-02-24 15:56:00
13752,United Kingdom,2011-04-07 12:04:00
13753,United Kingdom,2011-02-25 12:48:00
13754,United Kingdom,2011-01-26 14:58:00
13755,United Kingdom,2011-10-07 15:45:00
13756,United Kingdom,2010-12-07 11:41:00
13758,United Kingdom,2010-12-01 12:08:00
13759,United Kingdom,2011-09-29 15:40:00
13760,United Kingdom,2011-03-28 12:52:00
13761,United Kingdom,2011-06-13 08:43:00
13762,United Kingdom,2011-05-05 09:15:00
13763,United Kingdom,2011-10-07 15:13:00
13764,United Kingdom,2011-01-06 14:53:00
13767,United Kingdom,2010-12-01 10:47:00
13769,United Kingdom,2010-12-07 13:28:00
13771,United Kingdom,2011-04-06 15:47:00
13772,United Kingdom,2011-04-14 12:31:00
13774,United Kingdom,2011-09-19 12:06:00
13777,United Kingdom,2010-12-01 16:01:00
13778,United Kingdom,2011-08-28 15:25:00
13780,United Kingdom,2011-06-22 11:43:00
13781,United Kingdom,2011-04-03 12:08:00
13782,United Kingdom,2011-01-16 11:08:00
13784,United Kingdom,2011-01-11 14:38:00
13786,United Kingdom,2010-12-07 13:53:00
13787,United Kingdom,2010-12-10 14:45:00
13790,United Kingdom,2011-12-05 15:48:00
13791,United Kingdom,2011-06-24 16:38:00
13792,United Kingdom,2011-02-25 14:03:00
13798,United Kingdom,2010-12-02 17:24:00
13799,United Kingdom,2011-02-18 14:18:00
13800,United Kingdom,2011-02-03 12:27:00
13801,United Kingdom,2011-10-04 10:15:00
13802,United Kingdom,2011-02-01 12:03:00
13803,United Kingdom,2011-03-29 12:57:00
13804,United Kingdom,2011-02-23 09:09:00
13805,United Kingdom,2011-08-02 15:29:00
13806,United Kingdom,2011-10-07 11:43:00
13807,United Kingdom,2010-12-07 15:48:00
13808,United Kingdom,2011-09-04 12:07:00
13809,Cyprus,2011-02-07 13:15:00
13810,Germany,2011-10-14 12:57:00
13811,Germany,2011-04-14 18:40:00
13812,Germany,2011-08-26 12:54:00
13813,Germany,2011-07-28 10:33:00
13814,Germany,2011-07-25 13:54:00
13815,Germany,2011-01-25 12:16:00
13816,Germany,2011-10-06 14:37:00
13817,Germany,2010-12-23 11:46:00
13819,United Kingdom,2011-01-24 10:38:00
13821,United Kingdom,2011-03-23 11:30:00
13822,United Kingdom,2011-10-30 15:55:00
13823,United Kingdom,2011-09-09 10:42:00
13824,United Kingdom,2011-02-02 13:07:00
13826,United Kingdom,2011-06-16 13:48:00
13827,United Kingdom,2011-07-19 15:38:00
13828,United Kingdom,2011-11-17 16:02:00
13831,United Kingdom,2010-12-05 12:13:00
13832,United Kingdom,2011-11-20 15:36:00
13833,United Kingdom,2011-07-03 13:27:00
13835,United Kingdom,2011-05-08 15:22:00
13837,United Kingdom,2011-01-26 12:15:00
13838,United Kingdom,2010-12-05 10:45:00
13841,United Kingdom,2011-04-01 12:10:00
13842,United Kingdom,2010-12-08 10:39:00
13844,United Kingdom,2011-11-28 13:21:00
13845,United Kingdom,2011-10-06 08:25:00
13846,United Kingdom,2010-12-14 16:07:00
13848,United Kingdom,2010-12-08 15:10:00
13849,United Kingdom,2011-06-22 10:11:00
13850,United Kingdom,2011-08-02 14:04:00
13851,United Kingdom,2011-02-24 17:18:00
13853,United Kingdom,2011-10-13 14:18:00
13854,United Kingdom,2010-12-09 10:48:00
13856,United Kingdom,2011-05-20 13:13:00
13858,United Kingdom,2011-10-13 16:17:00
13859,United Kingdom,2011-01-17 16:14:00
13860,United Kingdom,2011-09-14 09:27:00
13862,United Kingdom,2011-01-11 15:13:00
13863,United Kingdom,2011-04-06 10:20:00
13865,United Kingdom,2011-02-23 12:04:00
13866,United Kingdom,2011-09-26 14:54:00
13867,United Kingdom,2011-05-05 17:28:00
13868,United Kingdom,2011-11-01 12:45:00
13869,United Kingdom,2010-12-17 15:14:00
13870,United Kingdom,2011-02-25 09:09:00
13871,United Kingdom,2011-02-04 09:30:00
13873,United Kingdom,2011-02-03 09:37:00
13874,United Kingdom,2010-12-16 18:20:00
13875,United Kingdom,2011-02-11 15:39:00
13876,United Kingdom,2011-10-07 10:22:00
13877,United Kingdom,2011-09-14 15:49:00
13878,United Kingdom,2011-10-16 12:19:00
13880,United Kingdom,2010-12-07 14:00:00
13881,United Kingdom,2011-02-01 10:14:00
13882,United Kingdom,2011-10-06 15:28:00
13883,United Kingdom,2011-03-31 17:17:00
13884,United Kingdom,2011-03-01 13:40:00
13885,United Kingdom,2011-05-23 08:52:00
13886,United Kingdom,2011-09-29 13:17:00
13887,United Kingdom,2011-05-19 17:22:00
13888,United Kingdom,2011-05-05 14:41:00
13889,United Kingdom,2011-09-08 09:13:00
13890,United Kingdom,2010-12-16 09:31:00
13892,United Kingdom,2011-04-07 12:04:00
13893,United Kingdom,2011-02-15 11:30:00
13894,United Kingdom,2011-02-02 12:54:00
13895,United Kingdom,2011-06-28 10:17:00
13897,United Kingdom,2011-10-20 14:30:00
13898,United Kingdom,2011-01-18 10:28:00
13899,United Kingdom,2011-03-10 09:30:00
13900,United Kingdom,2011-03-22 10:13:00
13901,United Kingdom,2011-01-25 09:01:00
13904,United Kingdom,2011-02-18 11:18:00
13908,United Kingdom,2011-03-08 12:04:00
13911,United Kingdom,2011-02-04 14:46:00
13914,United Kingdom,2011-11-03 16:28:00
13917,United Kingdom,2011-06-01 12:46:00
13918,United Kingdom,2011-03-31 18:05:00
13919,Denmark,2011-08-10 10:15:00
13922,United Kingdom,2010-12-23 10:38:00
13923,United Kingdom,2011-10-17 12:33:00
13924,United Kingdom,2011-09-28 15:07:00
13925,United Kingdom,2011-07-28 12:09:00
13926,United Kingdom,2011-11-16 13:16:00
13927,United Kingdom,2011-09-26 12:00:00
13928,United Kingdom,2011-07-29 15:59:00
13929,United Kingdom,2011-01-17 15:11:00
13930,United Kingdom,2011-07-26 11:00:00
13931,United Kingdom,2011-03-04 08:43:00
13932,United Kingdom,2011-02-18 12:02:00
13933,United Kingdom,2011-07-14 13:35:00
13934,United Kingdom,2011-03-21 08:39:00
13936,United Kingdom,2011-06-13 08:47:00
13937,United Kingdom,2011-06-23 16:35:00
13938,United Kingdom,2011-11-04 14:37:00
13939,United Kingdom,2011-02-01 11:30:00
13940,United Kingdom,2011-07-18 16:05:00
13941,United Kingdom,2010-12-02 10:17:00
13946,United Kingdom,2011-03-17 10:02:00
13947,United Kingdom,2011-10-05 14:42:00
13948,United Kingdom,2010-12-14 10:18:00
13949,United Kingdom,2011-09-06 11:55:00
13950,United Kingdom,2011-04-07 11:29:00
13951,United Kingdom,2011-02-18 15:21:00
13952,United Kingdom,2011-04-15 09:27:00
13953,United Kingdom,2010-12-22 10:29:00
13954,United Kingdom,2011-09-30 10:52:00
13955,United Kingdom,2011-02-07 12:24:00
13956,United Kingdom,2011-03-13 12:51:00
13959,United Kingdom,2010-12-12 13:56:00
13960,United Kingdom,2011-09-29 12:39:00
13962,United Kingdom,2011-04-08 11:21:00
13963,United Kingdom,2010-12-07 09:21:00
13967,United Kingdom,2011-07-17 12:02:00
13969,United Kingdom,2010-12-09 19:32:00
13971,United Kingdom,2011-02-27 12:27:00
13972,United Kingdom,2011-05-22 11:34:00
13973,United Kingdom,2011-02-25 15:21:00
13974,United Kingdom,2011-10-21 14:41:00
13975,United Kingdom,2011-03-08 12:19:00
13976,United Kingdom,2011-05-17 09:13:00
13978,United Kingdom,2011-10-25 15:04:00
13979,United Kingdom,2011-09-27 13:32:00
13980,United Kingdom,2011-10-10 13:34:00
13982,United Kingdom,2010-12-09 13:57:00
13983,United Kingdom,2010-12-08 10:38:00
13984,United Kingdom,2010-12-08 15:58:00
13985,United Kingdom,2011-03-20 13:48:00
13986,United Kingdom,2011-11-22 15:00:00
13988,United Kingdom,2011-03-30 11:48:00
13989,United Kingdom,2011-04-14 15:39:00
13990,United Kingdom,2011-05-10 15:19:00
13991,United Kingdom,2011-07-19 12:58:00
13992,United Kingdom,2011-11-09 15:23:00
13993,United Kingdom,2011-01-13 10:43:00
13994,United Kingdom,2011-07-14 18:28:00
13995,United Kingdom,2011-04-08 08:20:00
13999,United Kingdom,2010-12-13 11:23:00
14000,United Kingdom,2011-05-12 16:50:00
14001,United Kingdom,2010-12-01 12:58:00
14002,United Kingdom,2011-07-06 14:59:00
14004,United Kingdom,2011-02-24 09:28:00
14005,United Kingdom,2011-05-08 10:33:00
14006,United Kingdom,2011-01-31 15:11:00
14009,United Kingdom,2011-05-18 13:00:00
14012,United Kingdom,2011-03-07 12:26:00
14013,United Kingdom,2011-03-09 08:59:00
14014,United Kingdom,2011-09-23 13:18:00
14015,United Kingdom,2011-10-18 10:02:00
14016,EIRE,2010-12-17 14:21:00
14019,United Kingdom,2011-07-24 15:39:00
14020,United Kingdom,2011-09-12 15:32:00
14021,United Kingdom,2011-03-28 15:10:00
14022,United Kingdom,2011-04-28 14:39:00
14023,United Kingdom,2011-04-03 15:50:00
14024,United Kingdom,2011-08-07 13:31:00
14027,United Kingdom,2011-10-10 09:01:00
14029,United Kingdom,2011-07-18 16:57:00
14030,United Kingdom,2010-12-08 16:11:00
14031,United Kingdom,2010-12-02 16:34:00
14032,United Kingdom,2010-12-08 10:53:00
14034,United Kingdom,2011-07-05 13:06:00
14035,United Kingdom,2011-02-15 12:48:00
14036,United Kingdom,2011-02-28 09:26:00
14037,United Kingdom,2010-12-10 11:39:00
14038,United Kingdom,2011-05-16 14:05:00
14039,United Kingdom,2011-11-06 13:48:00
14040,United Kingdom,2011-01-12 14:57:00
14041,United Kingdom,2011-03-18 13:25:00
14044,United Kingdom,2011-02-03 11:39:00
14045,United Kingdom,2010-12-01 11:32:00
14046,United Kingdom,2011-02-28 14:48:00
14047,United Kingdom,2010-12-02 10:09:00
14048,United Kingdom,2011-02-07 14:53:00
14049,United Kingdom,2011-01-26 11:27:00
14050,United Kingdom,2011-08-25 13:46:00
14051,United Kingdom,2010-12-08 12:49:00
14052,United Kingdom,2011-11-20 12:30:00
14053,United Kingdom,2011-07-03 12:21:00
14054,United Kingdom,2011-10-05 15:49:00
14055,United Kingdom,2011-08-25 15:04:00
14056,United Kingdom,2011-02-28 15:19:00
14057,United Kingdom,2010-12-14 12:11:00
14059,United Kingdom,2011-03-18 10:06:00
